name,rating,year,url
The Blood of Youth, 9.2,2022,https://asyafanatiklerim.com/dizi/the-blood-of-youth/
Red Balloon, 8.6,2022,https://asyafanatiklerim.com/dizi/red-balloon/
Island, 9.4,2022,https://asyafanatiklerim.com/dizi/island/
The Glory, 9.1,2022,https://asyafanatiklerim.com/dizi/the-glory/
Gannibal, 9.1,2022,https://asyafanatiklerim.com/dizi/gannibal/
The Interest of Love, 7.8,2022,https://asyafanatiklerim.com/dizi/the-interest-of-love/
Trolley, 8.7,2022,https://asyafanatiklerim.com/dizi/trolley/
The Forbidden Marriage, 9.2,2022,https://asyafanatiklerim.com/dizi/the-forbidden-marriage-tr/
Money Heist: Korea, 9,2022,https://asyafanatiklerim.com/dizi/money-heist-korea/
Connect, 9.3,2022,https://asyafanatiklerim.com/dizi/connect/
Unlock My Boss, 8.8,2022,https://asyafanatiklerim.com/dizi/unlock-my-boss/
Summer Strike, 9.1,2022,https://asyafanatiklerim.com/dizi/summer-strike/
Reborn Rich, 8.6,2022,https://asyafanatiklerim.com/dizi/reborn-rich/
Weak Hero Class, 9.4,2022,https://asyafanatiklerim.com/dizi/weak-hero-class/
Somebody, 8.1,2022,https://asyafanatiklerim.com/dizi/somebody/
The First Responders, 9.5,2022,https://asyafanatiklerim.com/dizi/the-first-responders/
The Midnight Romance in Hagwon, 10,2024,https://asyafanatiklerim.com/dizi/the-midnight-romance-in-hagwon/
The Atypical Family, 8.2,2024,https://asyafanatiklerim.com/dizi/the-atypical-family/
Frankly Speaking, 7.4,2024,https://asyafanatiklerim.com/dizi/frankly-speaking/
Missing Crown Prince, 8.2,2024,https://asyafanatiklerim.com/dizi/missing-crown-prince/
Blood Free, 7.5,2024,https://asyafanatiklerim.com/dizi/blood-free/
Lovely Runner, 9.1,2024,https://asyafanatiklerim.com/dizi/lovely-runner/
My Happy Ending, 8.6,2023,https://asyafanatiklerim.com/dizi/my-happy-ending/
BTS Monuments: Beyond the Star, 9,2023,https://asyafanatiklerim.com/dizi/bts-monuments-beyond-the-star/
Like Flowers in Sand, 8.2,2023,https://asyafanatiklerim.com/dizi/like-flowers-in-sand/
Death’s Game, 9.2,2023,https://asyafanatiklerim.com/dizi/deaths-game/
Snap and Spark, 4,2023,https://asyafanatiklerim.com/dizi/snap-and-spark/
A Bloody Lucky Day, 8.5,2023,https://asyafanatiklerim.com/dizi/a-bloody-lucky-day/
Boyhood, 9,2023,https://asyafanatiklerim.com/dizi/boyhood/
Night Has Come, 9,2023,https://asyafanatiklerim.com/dizi/night-has-come/
The Escape of the Seven: Resurrection, 8.4,2024,https://asyafanatiklerim.com/dizi/the-escape-of-the-seven-resurrection/
Hide, 7,2024,https://asyafanatiklerim.com/dizi/hide/
Nothing Uncovered, 7.3,2024,https://asyafanatiklerim.com/dizi/nothing-uncovered/
The Midnight Studio, 8,2024,https://asyafanatiklerim.com/dizi/the-midnight-studio/
Queen of Tears, 8.6,2024,https://asyafanatiklerim.com/dizi/queen-of-tears/
Wonderful World, 8.5,2024,https://asyafanatiklerim.com/dizi/wonderful-world/
Pyramid Game, 8.7,2024,https://asyafanatiklerim.com/dizi/pyramid-game/
Grand Shining Hotel, 7,2024,https://asyafanatiklerim.com/dizi/grand-shining-hotel/
Wedding Impossible, 7.1,2024,https://asyafanatiklerim.com/dizi/wedding-impossible/
Captivating the King, 8.5,2024,https://asyafanatiklerim.com/dizi/captivating-the-king/
A Killer Paradox, 7.8,2024,https://asyafanatiklerim.com/dizi/a-killer-paradox/
Welcome to Samdalri, 8.9,2023,https://asyafanatiklerim.com/dizi/welcome-to-samdalri/
My Man Is Cupid, 8.5,2023,https://asyafanatiklerim.com/dizi/my-man-is-cupid/
Secret Playlist, 7,2023,https://asyafanatiklerim.com/dizi/secret-playlist/
Tell Me That You Love Me, 9.2,2023,https://asyafanatiklerim.com/dizi/tell-me-that-you-love-me-tr/
My Demon, 9.1,2023,https://asyafanatiklerim.com/dizi/my-demon-tr/
The Story of Park’s Marriage Contract, 8.8,2023,https://asyafanatiklerim.com/dizi/the-story-of-parks-marriage-contract/
Vigilante, 9.3,2023,https://asyafanatiklerim.com/dizi/vigilante/
Moon in the Day, 8.8,2023,https://asyafanatiklerim.com/dizi/moon-in-the-day/
The Matchmakers, 5.7,2023,https://asyafanatiklerim.com/dizi/the-matchmakers/
High Cookie, 8.1,2023,https://asyafanatiklerim.com/dizi/high-cookie/
Perfect Marriage Revenge, 7.9,2023,https://asyafanatiklerim.com/dizi/perfect-marriage-revenge/
Castaway Diva, 7.9,2023,https://asyafanatiklerim.com/dizi/castaway-diva/
Branding in Seongsu, 5.5,2024,https://asyafanatiklerim.com/dizi/branding-in-seongsu/
Queen of Divorce, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-divorce/
Doctor Slump, 8.4,2024,https://asyafanatiklerim.com/dizi/doctor-slump/
Sunny Again Tomorrow, 8.5,2018,https://asyafanatiklerim.com/dizi/sunny-again-tomorrow/
Hana Nochi Hare, 6.9,2018,https://asyafanatiklerim.com/dizi/hana-nochi-hare/
Dragon Pilot: Hisone and Masotan, 5.5,2018,https://asyafanatiklerim.com/dizi/dragon-pilot-hisone-and-masotan/
Jao Sao Jum Yorm, 8.4,2018,https://asyafanatiklerim.com/dizi/jao-sao-jum-yorm/
Only Side by Side with You, 7.4,2018,https://asyafanatiklerim.com/dizi/only-side-by-side-with-you/
Oh My Emperor, 8.1,2018,https://asyafanatiklerim.com/dizi/oh-my-emperor/
Memories Of Love, 6.9,2018,https://asyafanatiklerim.com/dizi/memories-of-love/
Love at First Hate, 8.3,2018,https://asyafanatiklerim.com/dizi/love-at-first-hate/
Flipped, 7.7,2018,https://asyafanatiklerim.com/dizi/flipped/
Rich Man Poor Woman, 8.6,2018,https://asyafanatiklerim.com/dizi/rich-man-poor-woman-v1/
Game Sanaeha, 8.4,2018,https://asyafanatiklerim.com/dizi/game-sanaeha/
Wok of Love, 8.9,2018,https://asyafanatiklerim.com/dizi/wok-of-love-v2/
My Mister, 8.9,2018,https://asyafanatiklerim.com/dizi/my-mister/
Grand Prince, 8.5,2018,https://asyafanatiklerim.com/dizi/grand-prince-news/
Misty, 7.4,2018,https://asyafanatiklerim.com/dizi/misty-v6/
Color of Night, 7.8,2018,https://asyafanatiklerim.com/dizi/color-of-night/
Mother, 8,2018,https://asyafanatiklerim.com/dizi/mother/
Should We Kiss First, 6.6,2018,https://asyafanatiklerim.com/dizi/should-we-kiss-first/
Suits, 8.5,2018,https://asyafanatiklerim.com/dizi/suits-new/
Negotiator, 8.5,2018,https://asyafanatiklerim.com/dizi/negotiator/
The Lover, 8.2,2015,https://asyafanatiklerim.com/dizi/the-lover/
Orange Marmalade, 8.3,2015,https://asyafanatiklerim.com/dizi/orange-marmalade/
From Five To Nine, 8.7,2015,https://asyafanatiklerim.com/dizi/from-five-to-nine/
Late Night Restaurant, 7.7,2015,https://asyafanatiklerim.com/dizi/late-night-restaurant/
Dream Knight, 8.6,2015,https://asyafanatiklerim.com/dizi/dream-knight/
Kiss Me, 8.6,2015,https://asyafanatiklerim.com/dizi/kiss-me/
Moon River, 7.3,2015,https://asyafanatiklerim.com/dizi/moon-river/
My Sunshine, 7.8,2015,https://asyafanatiklerim.com/dizi/my-sunshine/
I Wanna Be Sup’tar, 7.6,2015,https://asyafanatiklerim.com/dizi/i-wanna-be-suptar/
Murphy’s Law of Love, 7.4,2015,https://asyafanatiklerim.com/dizi/murphys-law-of-love/
Dr. Mo Clinic, 7.6,2015,https://asyafanatiklerim.com/dizi/dr-mo-clinic/
Falling For Innocence, 8.7,2015,https://asyafanatiklerim.com/dizi/falling-for-innocence/
Bubblegum, 7.9,2015,https://asyafanatiklerim.com/dizi/bubblegum/
Blood, 8.9,2015,https://asyafanatiklerim.com/dizi/blood/
Angry Mom, 8.5,2015,https://asyafanatiklerim.com/dizi/angry-mom-tr/
Cheer Up, 9,2015,https://asyafanatiklerim.com/dizi/cheer-up/
She Was Pretty, 8.8,2015,https://asyafanatiklerim.com/dizi/she-was-pretty/
Kill Me Heal Me, 9.4,2015,https://asyafanatiklerim.com/dizi/kill-me-heal-me-tr1/
I am Sorry I Love You, 6.8,2015,https://asyafanatiklerim.com/dizi/i-am-sorry-i-love-you/
Love Me If You Dare, 8.7,2015,https://asyafanatiklerim.com/dizi/love-me-if-you-dare/
Marry Me or Not, 6.8,2015,https://asyafanatiklerim.com/dizi/marry-me-or-not/
Devil Lover, 7.6,2015,https://asyafanatiklerim.com/dizi/devil-lover/
Singles Villa, 6.3,2015,https://asyafanatiklerim.com/dizi/singles-villa/
Bromance, 8.2,2015,https://asyafanatiklerim.com/dizi/bromance/
Heart to Heart, 7.7,2015,https://asyafanatiklerim.com/dizi/heart-to-heart/
I’m Home, 7.1,2015,https://asyafanatiklerim.com/dizi/im-home/
Diamond Lover, 8.1,2015,https://asyafanatiklerim.com/dizi/diamond-lover-tr/
Remember War of the Son, 9.2,2015,https://asyafanatiklerim.com/dizi/remember-war-of-the-son/
Warm and Cozy, 7.6,2015,https://asyafanatiklerim.com/dizi/warm-and-cozy-tr/
Exo Next Door, 9.2,2015,https://asyafanatiklerim.com/dizi/exo-next-door/
Because It’s The First Time, 7.1,2015,https://asyafanatiklerim.com/dizi/because-its-the-first-time/
Wonderful Nightmare, 9.1,2015,https://asyafanatiklerim.com/film/wonderful-nightmare/
Hyde Jekyll Me, 8.4,2015,https://asyafanatiklerim.com/dizi/hyde-jekyll-me/
Hidden Identity, 7.3,2015,https://asyafanatiklerim.com/dizi/hidden-identity/
Second Love, 7.9,2015,https://asyafanatiklerim.com/dizi/second-love/
Cruel Romance, 7.3,2015,https://asyafanatiklerim.com/dizi/cruel-romance/
The Miracle, 8.8,2016,https://asyafanatiklerim.com/dizi/the-miracle/
W – Two Worlds, 9.2,2016,https://asyafanatiklerim.com/dizi/w-two-worlds-v5/
Just You, 7.5,2013,https://asyafanatiklerim.com/dizi/just-you/
Autumn in My Heart, 7.6,2013,https://asyafanatiklerim.com/dizi/autumn-in-my-heart/
Love Around, 7.4,2013,https://asyafanatiklerim.com/dizi/love-around/
Le Jun Kai, 7,2013,https://asyafanatiklerim.com/dizi/le-jun-kai/
7th Grade Civil Servant, 7.1,2013,https://asyafanatiklerim.com/dizi/7th-grade-civil-servant/
Nine: Time Travelling Nine Times, 8,2013,https://asyafanatiklerim.com/dizi/nine-time-travelling-nine-times/
Weightlifting Fairy Kim Bok-Joo, 9.5,2016,https://asyafanatiklerim.com/dizi/weightlifting-fairy-kim-bok-joo-new/
Age Of Youth, 8.8,2016,https://asyafanatiklerim.com/dizi/age-of-youth-v6/
Doctors, 8.7,2016,https://asyafanatiklerim.com/dizi/doctors/
Signal, 8.8,2016,https://asyafanatiklerim.com/dizi/signal/
Behind Your Smile, 8.2,2016,https://asyafanatiklerim.com/dizi/behind-your-smile/
Hot and Sweet, 7.7,2016,https://asyafanatiklerim.com/dizi/hot-and-sweet/
Jealousy Incarnate, 8.9,2016,https://asyafanatiklerim.com/dizi/jealousy-incarnate-v6/
Gu Family Book, 8.7,2013,https://asyafanatiklerim.com/dizi/gu-family-book-tr/
Summer Nude, 7.6,2013,https://asyafanatiklerim.com/dizi/summer-nude/
Akuryo Byoto, 6.5,2013,https://asyafanatiklerim.com/dizi/akuryo-byoto/
The Heirs, 9.1,2013,https://asyafanatiklerim.com/dizi/the-heirs-en8/
The Masters Sun, 9.2,2013,https://asyafanatiklerim.com/dizi/the-masters-sun/
Let’s Eat 3, 7.3,2013,https://asyafanatiklerim.com/dizi/lets-eat-3/
Empress Ki, 9.4,2013,https://asyafanatiklerim.com/dizi/empress-ki-tr/
One More Time, 8.8,2016,https://asyafanatiklerim.com/dizi/one-more-time/
After the Show Ends, 8.2,2016,https://asyafanatiklerim.com/dizi/after-the-show-ends/
"My Lawyer, Mr. Jo 2", 5.9,2016,https://asyafanatiklerim.com/dizi/my-lawyer-mr-jo-2/
One More Happy Ending, 8.5,2016,https://asyafanatiklerim.com/dizi/one-more-happy-ending/
Train to Busan, 9.2,2016,https://asyafanatiklerim.com/film/train-to-busan-izle-nw1/
Cheese in the Trap, 8.9,2016,https://asyafanatiklerim.com/dizi/cheese-in-the-trap/
Descendants of the Sun, 9.5,2016,https://asyafanatiklerim.com/dizi/descendants-of-the-sun-tur12/
Goblin, 9.6,2016,https://asyafanatiklerim.com/dizi/goblin-v3/
Life Risking Romance, 8.3,2016,https://asyafanatiklerim.com/film/life-risking-romance/
Sarayın İncisi, 8.3,2010,https://asyafanatiklerim.com/dizi/sarayin-incisi/
The Slave Hunters, 7.9,2010,https://asyafanatiklerim.com/dizi/the-slave-hunters/
Secret Garden, 8.9,2010,https://asyafanatiklerim.com/dizi/secret-garden-v5/
Pasta, 7.4,2010,https://asyafanatiklerim.com/dizi/pasta/
A Man Called God, 6.7,2010,https://asyafanatiklerim.com/dizi/a-man-called-god-tr/
P.S Man, 6.3,2010,https://asyafanatiklerim.com/dizi/p-s-man/
My Girlfriend is a Nine-Tailed Fox, 8.5,2010,https://asyafanatiklerim.com/dizi/my-girlfriend-is-a-nine-tailed-fox-nw/
Because of You, 7,2010,https://asyafanatiklerim.com/dizi/because-of-you/
Introverted Boss, 8.5,2017,https://asyafanatiklerim.com/dizi/introverted-boss/
Voice 4, 9,2017,https://asyafanatiklerim.com/dizi/voice-4/
Hyori’s Homestay, 6.5,2017,https://asyafanatiklerim.com/dizi/hyoris-homestay-tr/
Avengers Social Club, 8.8,2017,https://asyafanatiklerim.com/dizi/avengers-social-club/
Someone Noticeable, 6.9,2017,https://asyafanatiklerim.com/dizi/someone-noticeable/
Girls Generation 1979, 7.5,2017,https://asyafanatiklerim.com/dizi/girls-generation-1979/
Bir Doksan (One Ninety), 7.8,2017,https://asyafanatiklerim.com/dizi/bir-doksan-one-ninety/
I Am, 7.5,2017,https://asyafanatiklerim.com/dizi/i-am/
Final Fantasy XIV Dad of Light, 6.7,2017,https://asyafanatiklerim.com/dizi/final-fantasy-xiv-dad-of-light/
The Universe’s Star, 8.3,2017,https://asyafanatiklerim.com/dizi/the-universes-star/
Romance Full of Life, 8.1,2017,https://asyafanatiklerim.com/dizi/romance-full-of-life/
The Emperor Owner of the Mask, 8.9,2017,https://asyafanatiklerim.com/dizi/the-emperor-owner-of-the-mask/
