category,name,rating,year,url
Gizem,Day of Kidnapping, 9.3,2023,https://asyafanatiklerim.com/dizi/day-of-kidnapping/
Gizem,The Killing Vote, 9.3,2023,https://asyafanatiklerim.com/dizi/the-killing-vote/
Gizem,My Dearest, 9.5,2023,https://asyafanatiklerim.com/dizi/my-dearest/
Gizem,My Lovely Liar, 8.9,2023,https://asyafanatiklerim.com/dizi/my-lovely-liar-tr1/
Gizem,Longing for You, 8.8,2023,https://asyafanatiklerim.com/dizi/longing-for-you/
Gizem,The Miracle Brothers, 8.7,2023,https://asyafanatiklerim.com/dizi/the-miracle-brothers-tr/
Aksiyon,The Atypical Family, 10,2024,https://asyafanatiklerim.com/dizi/the-atypical-family/
Aksiyon,Pyramid Game, 8.6,2024,https://asyafanatiklerim.com/dizi/pyramid-game/
Aksiyon,Flex X Cop, 9.1,2024,https://asyafanatiklerim.com/dizi/flex-x-cop/
Aksiyon,A Shop for Killers, 9.4,2024,https://asyafanatiklerim.com/dizi/a-shop-for-killers/
Aksiyon,Boyhood, 9,2023,https://asyafanatiklerim.com/dizi/boyhood/
Aksiyon,My Demon, 9.1,2023,https://asyafanatiklerim.com/dizi/my-demon-tr/
Aksiyon,Vigilante, 9.3,2023,https://asyafanatiklerim.com/dizi/vigilante/
Aksiyon,Evilive, 8.7,2023,https://asyafanatiklerim.com/dizi/evilive/
Aksiyon,Strong Girl Nam Soon, 8.6,2023,https://asyafanatiklerim.com/dizi/strong-girl-nam-soon-new/
Aksiyon,The Worst of Evil, 9.2,2023,https://asyafanatiklerim.com/dizi/the-worst-of-evil/
Aksiyon,Han River Police, 8.1,2023,https://asyafanatiklerim.com/dizi/han-river-police/
Aksiyon,Longing for You, 8.8,2023,https://asyafanatiklerim.com/dizi/longing-for-you/
Aksiyon,Family: The Unbreakable Bond, 8.9,2023,https://asyafanatiklerim.com/dizi/family-the-unbreakable-bond/
Aksiyon,Pandora: Beneath the Paradise, 8.2,2023,https://asyafanatiklerim.com/dizi/pandora-beneath-the-paradise/
Aksiyon,Big Bet, 7.7,2022,https://asyafanatiklerim.com/dizi/big-bet/
Aksiyon,Island, 9.4,2022,https://asyafanatiklerim.com/dizi/island/
Aksiyon,Gannibal, 9.1,2022,https://asyafanatiklerim.com/dizi/gannibal/
Aksiyon,Money Heist: Korea, 9,2022,https://asyafanatiklerim.com/dizi/money-heist-korea/
Aksiyon,Weak Hero Class, 9.4,2022,https://asyafanatiklerim.com/dizi/weak-hero-class/
Aksiyon,Insider, 9.1,2022,https://asyafanatiklerim.com/dizi/insider-new/
Gerilim,Blood Free, 7.1,2024,https://asyafanatiklerim.com/dizi/blood-free/
Gerilim,The Escape of the Seven: Resurrection, 8.4,2024,https://asyafanatiklerim.com/dizi/the-escape-of-the-seven-resurrection/
Gerilim,Hide, 7,2024,https://asyafanatiklerim.com/dizi/hide/
Gerilim,Nothing Uncovered, 7.1,2024,https://asyafanatiklerim.com/dizi/nothing-uncovered/
Gerilim,Wonderful World, 8.4,2024,https://asyafanatiklerim.com/dizi/wonderful-world/
Gerilim,Pyramid Game, 8.6,2024,https://asyafanatiklerim.com/dizi/pyramid-game/
Gerilim,Branding in Seongsu, 5.4,2024,https://asyafanatiklerim.com/dizi/branding-in-seongsu/
Gerilim,My Happy Ending, 8.6,2023,https://asyafanatiklerim.com/dizi/my-happy-ending/
Gerilim,Death’s Game, 9.2,2023,https://asyafanatiklerim.com/dizi/deaths-game/
Gerilim,A Bloody Lucky Day, 8.5,2023,https://asyafanatiklerim.com/dizi/a-bloody-lucky-day/
Gerilim,Vigilante, 9.3,2023,https://asyafanatiklerim.com/dizi/vigilante/
Gerilim,Evilive, 8.7,2023,https://asyafanatiklerim.com/dizi/evilive/
Gerilim,The Perfect Deal, 8.9,2023,https://asyafanatiklerim.com/dizi/the-perfect-deal/
Gerilim,The Worst of Evil, 9.2,2023,https://asyafanatiklerim.com/dizi/the-worst-of-evil/
Gerilim,7 Escape: War for Survival, 8.7,2023,https://asyafanatiklerim.com/dizi/7-escape-war-for-survival/
Gerilim,Han River Police, 8.1,2023,https://asyafanatiklerim.com/dizi/han-river-police/
Gerilim,Revenant, 9.2,2023,https://asyafanatiklerim.com/dizi/revenant/
Gerilim,Lies Hidden in My Garden, 8.5,2023,https://asyafanatiklerim.com/dizi/lies-hidden-in-my-garden/
Gerilim,Happiness Battle, 8,2023,https://asyafanatiklerim.com/dizi/happiness-battle/
Gerilim,Bitch X Rich, 8.6,2023,https://asyafanatiklerim.com/dizi/bitch-x-rich/
Fantastik,The Atypical Family, 6,2024,https://asyafanatiklerim.com/dizi/the-atypical-family/
Fantastik,Lovely Runner, 8.9,2024,https://asyafanatiklerim.com/dizi/lovely-runner/
Fantastik,The Midnight Studio, 8,2024,https://asyafanatiklerim.com/dizi/the-midnight-studio/
Fantastik,Grand Shining Hotel, 6.8,2024,https://asyafanatiklerim.com/dizi/grand-shining-hotel/
Fantastik,Death’s Game, 9.2,2023,https://asyafanatiklerim.com/dizi/deaths-game/
Fantastik,My Man Is Cupid, 8.5,2023,https://asyafanatiklerim.com/dizi/my-man-is-cupid/
Fantastik,The Story of Park’s Marriage Contract, 8.8,2023,https://asyafanatiklerim.com/dizi/the-story-of-parks-marriage-contract/
Fantastik,Moon in the Day, 8.8,2023,https://asyafanatiklerim.com/dizi/moon-in-the-day/
Fantastik,High Cookie, 8.1,2023,https://asyafanatiklerim.com/dizi/high-cookie/
Fantastik,Perfect Marriage Revenge, 7.9,2023,https://asyafanatiklerim.com/dizi/perfect-marriage-revenge/
Fantastik,A Good Day to Be a Dog, 7.9,2023,https://asyafanatiklerim.com/dizi/a-good-day-to-be-a-dog/
Fantastik,Strong Girl Nam Soon, 8.6,2023,https://asyafanatiklerim.com/dizi/strong-girl-nam-soon-new/
Fantastik,Twinkling Watermelon, 9.1,2023,https://asyafanatiklerim.com/dizi/twinkling-watermelon/
Fantastik,Destined With You, 9,2023,https://asyafanatiklerim.com/dizi/destined-with-you/
Fantastik,My Lovely Liar, 8.9,2023,https://asyafanatiklerim.com/dizi/my-lovely-liar-tr1/
Fantastik,Heartbeat, 8.9,2023,https://asyafanatiklerim.com/dizi/heartbeat/
Fantastik,Revenant, 9.2,2023,https://asyafanatiklerim.com/dizi/revenant/
Fantastik,Tale of the Nine-Tailed 1938, 9.3,2023,https://asyafanatiklerim.com/dizi/tale-of-the-nine-tailed-1938/
Fantastik,Warm on a Cold Night, 6.7,2023,https://asyafanatiklerim.com/dizi/warm-on-a-cold-night/
Fantastik,The Heavenly Idol, 8.9,2023,https://asyafanatiklerim.com/dizi/the-heavenly-idol/
Dram,Blood Free, 7.1,2024,https://asyafanatiklerim.com/dizi/blood-free/
Dram,The Escape of the Seven: Resurrection, 8.4,2024,https://asyafanatiklerim.com/dizi/the-escape-of-the-seven-resurrection/
Dram,Hide, 7,2024,https://asyafanatiklerim.com/dizi/hide/
Dram,The Midnight Studio, 8,2024,https://asyafanatiklerim.com/dizi/the-midnight-studio/
Dram,Queen of Tears, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-tears/
Dram,Wonderful World, 8.4,2024,https://asyafanatiklerim.com/dizi/wonderful-world/
Dram,Pyramid Game, 8.6,2024,https://asyafanatiklerim.com/dizi/pyramid-game/
Dram,Wedding Impossible, 7.1,2024,https://asyafanatiklerim.com/dizi/wedding-impossible/
Dram,Captivating the King, 8.4,2024,https://asyafanatiklerim.com/dizi/captivating-the-king/
Dram,Branding in Seongsu, 5.4,2024,https://asyafanatiklerim.com/dizi/branding-in-seongsu/
Dram,Queen of Divorce, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-divorce/
Dram,Doctor Slump, 8.4,2024,https://asyafanatiklerim.com/dizi/doctor-slump/
Dram,A Shop for Killers, 9.4,2024,https://asyafanatiklerim.com/dizi/a-shop-for-killers/
Dram,Knight Flower, 8.7,2024,https://asyafanatiklerim.com/dizi/knight-flower/
Dram,Marry My Husband, 9.1,2024,https://asyafanatiklerim.com/dizi/marry-my-husband/
Dram,Death’s Game, 9.2,2023,https://asyafanatiklerim.com/dizi/deaths-game/
Dram,Boyhood, 9,2023,https://asyafanatiklerim.com/dizi/boyhood/
Dram,Night Has Come, 8.9,2023,https://asyafanatiklerim.com/dizi/night-has-come/
Dram,Welcome to Samdalri, 8.9,2023,https://asyafanatiklerim.com/dizi/welcome-to-samdalri/
Dram,Secret Playlist, 7,2023,https://asyafanatiklerim.com/dizi/secret-playlist/
Polisiye,ST Aka to Shiro no Sousa File, 7.2,2014,https://asyafanatiklerim.com/dizi/st-aka-to-shiro-no-sousa-file/
Polisiye,ACCA: 13-ku Kansatsu-ka, 7.3,2017,https://asyafanatiklerim.com/dizi/acca-13-ku-kansatsu-ka/
Polisiye,Memory Lost, 8.5,2016,https://asyafanatiklerim.com/dizi/memory-lost/
Polisiye,Cubic, 7.8,2014,https://asyafanatiklerim.com/dizi/cubic/
Polisiye,My Little Baby, 6.9,2016,https://asyafanatiklerim.com/dizi/my-little-baby/
Polisiye,Cambrian Period, 8,2017,https://asyafanatiklerim.com/dizi/cambrian-period/
Polisiye,Heart Blackened, 9.2,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/heart-blackened/
Polisiye,The Swindlers, 9.3,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-swindlers/
Polisiye,Life on Mars, 9.1,2018,https://asyafanatiklerim.com/dizi/life-on-mars/
Polisiye,You’re All Surrounded, 8.8,2014,https://asyafanatiklerim.com/dizi/youre-all-surrounded-tr1/
Hukuk,Queen of Divorce, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-divorce/
Hukuk,Destined With You, 9,2023,https://asyafanatiklerim.com/dizi/destined-with-you/
Hukuk,Joseon Attorney: A Morality, 8.5,2023,https://asyafanatiklerim.com/dizi/joseon-attorney-a-morality/
Hukuk,Divorce Attorney Shin, 8.5,2023,https://asyafanatiklerim.com/dizi/divorce-attorney-shin/
Hukuk,Bad Prosecutor, 9.3,2022,https://asyafanatiklerim.com/dizi/bad-prosecutor/
Hukuk,One Dollar Lawyer, 9.1,2022,https://asyafanatiklerim.com/dizi/one-dollar-lawyer/
Hukuk,May It Please The Court, 8,2022,https://asyafanatiklerim.com/dizi/may-it-please-the-court/
Hukuk,The Law Cafe, 9.2,2022,https://asyafanatiklerim.com/dizi/the-law-cafe-tr/
Hukuk,Big Mouth, 9.5,2022,https://asyafanatiklerim.com/dizi/big-mouth-tr/
Hukuk,Doctor Lawyer, 9.1,2022,https://asyafanatiklerim.com/dizi/doctor-lawyer-tr1/
Hukuk,Again My Life, 9.4,2022,https://asyafanatiklerim.com/dizi/again-my-life/
Hukuk,Military Prosecutor Doberman, 9.3,2022,https://asyafanatiklerim.com/dizi/military-prosecutor-doberman/
Hukuk,One Ordinary Day, 8.9,2021,https://asyafanatiklerim.com/dizi/one-ordinary-day/
Hukuk,The Devil Judge, 9.5,2021,https://asyafanatiklerim.com/dizi/the-devil-judge/
Hukuk,Law School, 9.5,2021,https://asyafanatiklerim.com/dizi/law-school-news/
Hukuk,Taxi Driver, 9.5,2021,https://asyafanatiklerim.com/dizi/taxi-driver-tr/
Hukuk,Vincenzo, 9.5,2021,https://asyafanatiklerim.com/dizi/vincenzo-tr/
Hukuk,Delayed Justice, 7.6,2020,https://asyafanatiklerim.com/dizi/delayed-justice/
Hukuk,Hyena, 7.6,2020,https://asyafanatiklerim.com/dizi/hyena/
Hukuk,Diary of a Prosecutor, 7.5,2019,https://asyafanatiklerim.com/dizi/diary-of-a-prosecutor-v5/
,The Atypical Family, 10,2024,https://asyafanatiklerim.com/dizi/the-atypical-family/
,Frankly Speaking, 8.2,2024,https://asyafanatiklerim.com/dizi/frankly-speaking/
,Missing Crown Prince, 8.4,2024,https://asyafanatiklerim.com/dizi/missing-crown-prince/
,Blood Free, 7.1,2024,https://asyafanatiklerim.com/dizi/blood-free/
,Lovely Runner, 8.9,2024,https://asyafanatiklerim.com/dizi/lovely-runner/
,The Escape of the Seven: Resurrection, 7.9,2024,https://asyafanatiklerim.com/dizi/the-escape-of-the-seven-resurrection/
,Hide, 7,2024,https://asyafanatiklerim.com/dizi/hide/
,Nothing Uncovered, 7.1,2024,https://asyafanatiklerim.com/dizi/nothing-uncovered/
,The Midnight Studio, 8,2024,https://asyafanatiklerim.com/dizi/the-midnight-studio/
,Queen of Tears, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-tears/
,Wonderful World, 8.4,2024,https://asyafanatiklerim.com/dizi/wonderful-world/
,Pyramid Game, 8.6,2024,https://asyafanatiklerim.com/dizi/pyramid-game/
,Grand Shining Hotel, 6.8,2024,https://asyafanatiklerim.com/dizi/grand-shining-hotel/
,Wedding Impossible, 7.1,2024,https://asyafanatiklerim.com/dizi/wedding-impossible/
,Captivating the King, 8.4,2024,https://asyafanatiklerim.com/dizi/captivating-the-king/
,A Killer Paradox, 7.7,2024,https://asyafanatiklerim.com/dizi/a-killer-paradox/
,Branding in Seongsu, 5.4,2024,https://asyafanatiklerim.com/dizi/branding-in-seongsu/
,Queen of Divorce, 8.5,2024,https://asyafanatiklerim.com/dizi/queen-of-divorce/
,Doctor Slump, 8.4,2024,https://asyafanatiklerim.com/dizi/doctor-slump/
,Flex X Cop, 9.1,2024,https://asyafanatiklerim.com/dizi/flex-x-cop/
,Confession 2022, 8.5,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/confession-2022/
,Youngju, 7.4,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/youngju/
,The Witch Part 1. The Subversion, 9.3,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-witch-part-1-the-subversion/
,The Soul Mate, 8.4,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-soul-mate/
,The Odd Family: Zombie On Sale, 8.7,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-odd-family-zombie-on-sale/
,The King’s Letters, 8.5,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-kings-letters/
,The Dude in Me, 9,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-dude-in-me/
,The Drug King, 6.9,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-drug-king/
,The Divine Fury, 9.2,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-divine-fury-nw/
,Swing Kids, 9.3,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/swing-kids/
Gençlik,Police University, 9.2,2021,https://asyafanatiklerim.com/dizi/police-university/
Gençlik,Nevertheless, 8.7,2021,https://asyafanatiklerim.com/dizi/nevertheless-v11/
Gençlik,Blue Spring From A Distance, 9.2,2021,https://asyafanatiklerim.com/dizi/blue-spring-from-a-distance-v7/
Gençlik,Racket Boys, 9,2021,https://asyafanatiklerim.com/dizi/racket-boys/
Gençlik,Imitation, 9.3,2021,https://asyafanatiklerim.com/dizi/imitation-tr/
Gençlik,Youth of May, 9.4,2021,https://asyafanatiklerim.com/dizi/youth-of-may-nw/
Gençlik,True Beauty, 9.4,2020,https://asyafanatiklerim.com/dizi/true-beauty-v1/
Gençlik,Live On, 9.2,2020,https://asyafanatiklerim.com/dizi/live-on-news/
Gençlik,Start-Up, 9,2020,https://asyafanatiklerim.com/dizi/start-up/
Gençlik,More Than Friends, 8.9,2020,https://asyafanatiklerim.com/dizi/more-than-friends-v49/
Gençlik,18 Again, 9.1,2020,https://asyafanatiklerim.com/dizi/18-again-tur8/
Gençlik,Record of Youth, 8.9,2020,https://asyafanatiklerim.com/dizi/record-of-youth/
Gençlik,Do You Like Brahms?, 9.1,2020,https://asyafanatiklerim.com/dizi/do-you-like-brahms-v1/
Gençlik,Lonely Enough to Love, 8.8,2020,https://asyafanatiklerim.com/dizi/lonely-enough-to-love-tr1/
Gençlik,Extracurricular, 9.2,2020,https://asyafanatiklerim.com/dizi/extracurricular/
Gençlik,The Love Equations, 8.9,2020,https://asyafanatiklerim.com/dizi/the-love-equations/
Gençlik,Skate Into Love, 8.9,2020,https://asyafanatiklerim.com/dizi/skate-into-love/
Gençlik,Your Imagination Becomes Reality, 8.1,2018,https://asyafanatiklerim.com/dizi/your-imagination-becomes-reality/
Gençlik,Love In Your Taste, 8.1,2019,https://asyafanatiklerim.com/dizi/love-in-your-taste/
Gençlik,Like, 8.5,2019,https://asyafanatiklerim.com/dizi/like/
Gizem,Revenant, 9.2,2023,https://asyafanatiklerim.com/dizi/revenant/
Gizem,Lies Hidden in My Garden, 8.5,2023,https://asyafanatiklerim.com/dizi/lies-hidden-in-my-garden/
Gizem,Bitch X Rich, 8.6,2023,https://asyafanatiklerim.com/dizi/bitch-x-rich/
Gizem,My Perfect Stranger, 9.1,2023,https://asyafanatiklerim.com/dizi/my-perfect-stranger/
Gizem,Pale Moon, 7.7,2023,https://asyafanatiklerim.com/dizi/pale-moon/
Gizem,Queen of the Mask, 7.8,2023,https://asyafanatiklerim.com/dizi/queen-of-the-mask/
Gizem,The Secret Romantic Guesthouse, 9.1,2023,https://asyafanatiklerim.com/dizi/the-secret-romantic-guesthouse-tr/
Gizem,Cheer Up 2022, 8.8,2022,https://asyafanatiklerim.com/dizi/cheer-up-2022/
Gizem,Confession 2022, 8.5,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/confession-2022/
Gizem,Our Blooming Youth, 9.2,2023,https://asyafanatiklerim.com/dizi/our-blooming-youth/
Gizem,Payback, 7.8,2023,https://asyafanatiklerim.com/dizi/payback/
Gizem,Brain Cooperation, 9,2023,https://asyafanatiklerim.com/dizi/brain-cooperation/
Gizem,Trolley, 8.7,2022,https://asyafanatiklerim.com/dizi/trolley/
Gizem,Money Heist: Korea, 9,2022,https://asyafanatiklerim.com/dizi/money-heist-korea/
Gizem,Connect, 9.3,2022,https://asyafanatiklerim.com/dizi/connect/
Gizem,Unlock My Boss, 8.8,2022,https://asyafanatiklerim.com/dizi/unlock-my-boss/
Gizem,Somebody, 8.1,2022,https://asyafanatiklerim.com/dizi/somebody/
Gizem,Glitch, 7.1,2022,https://asyafanatiklerim.com/dizi/glitch/
Gizem,May It Please The Court, 8,2022,https://asyafanatiklerim.com/dizi/may-it-please-the-court/
Gizem,Blind, 9.4,2022,https://asyafanatiklerim.com/dizi/blind/
Aksiyon,Tomorrow, 9.5,2022,https://asyafanatiklerim.com/dizi/tomorrow/
Aksiyon,Inspector Koo, 8.1,2021,https://asyafanatiklerim.com/dizi/inspector-koo-v3/
Aksiyon,Chimera, 8.5,2021,https://asyafanatiklerim.com/dizi/chimera/
Aksiyon,My Name, 9.4,2021,https://asyafanatiklerim.com/dizi/my-name/
Aksiyon,The Veil, 9.3,2021,https://asyafanatiklerim.com/dizi/the-veil-tr1/
Aksiyon,Voice 4, 9,2017,https://asyafanatiklerim.com/dizi/voice-4/
Aksiyon,Bossam: Steal the Fate, 9.1,2021,https://asyafanatiklerim.com/dizi/bossam-steal-the-fate-v18/
Aksiyon,Mouse: The Predator, 9.1,2021,https://asyafanatiklerim.com/dizi/mouse-the-predator/
Aksiyon,Dark Hole, 8.7,2021,https://asyafanatiklerim.com/dizi/dark-hole/
Aksiyon,Taxi Driver, 9.5,2021,https://asyafanatiklerim.com/dizi/taxi-driver-tr/
Aksiyon,Joseon Exorcist, 8.6,2021,https://asyafanatiklerim.com/dizi/joseon-exorcist/
Aksiyon,Designated Survivor: 60 Days, 8.8,2019,https://asyafanatiklerim.com/dizi/designated-survivor-60-days/
Aksiyon,Mouse, 9.4,2021,https://asyafanatiklerim.com/dizi/mouse-tr/
Aksiyon,L.U.C.A: The Beginning, 9,2021,https://asyafanatiklerim.com/dizi/l-u-c-a-the-beginning-v1/
Aksiyon,Awaken, 9.1,2020,https://asyafanatiklerim.com/dizi/awaken-tr/
Aksiyon,The Uncanny Counter, 9.5,2020,https://asyafanatiklerim.com/dizi/the-uncanny-counter/
Aksiyon,The Spies Who Loved Me, 8.4,2020,https://asyafanatiklerim.com/dizi/the-spies-who-loved-me-en19/
Aksiyon,The Search, 9.1,2020,https://asyafanatiklerim.com/dizi/the-search/
Aksiyon,Tale of the Nine Tailed, 9.5,2020,https://asyafanatiklerim.com/dizi/tale-of-the-nine-tailed-v13/
