category,name,rating,year,url
Aksiyon,Zombie Detective, 9.3,2020,https://asyafanatiklerim.com/dizi/zombie-detective-news/
Fantastik,The Blood of Youth, 9.2,2022,https://asyafanatiklerim.com/dizi/the-blood-of-youth/
Fantastik,Island, 9.4,2022,https://asyafanatiklerim.com/dizi/island/
Fantastik,Unlock My Boss, 8.8,2022,https://asyafanatiklerim.com/dizi/unlock-my-boss/
Fantastik,Reborn Rich, 8.6,2022,https://asyafanatiklerim.com/dizi/reborn-rich/
Fantastik,May I Help You, 9,2022,https://asyafanatiklerim.com/dizi/may-i-help-you/
Fantastik,The Golden Spoon, 8.5,2022,https://asyafanatiklerim.com/dizi/the-golden-spoon-tr/
Fantastik,Alchemy of Souls, 9.6,2022,https://asyafanatiklerim.com/dizi/alchemy-of-souls/
Fantastik,Jinxed At First, 8.7,2022,https://asyafanatiklerim.com/dizi/jinxed-at-first-tr1/
Fantastik,"Link: Eat, Love, Die", 9.1,2022,https://asyafanatiklerim.com/dizi/link-eat-love-die/
Fantastik,Kiss Sixth Sense, 9.4,2022,https://asyafanatiklerim.com/dizi/kiss-sixth-sense/
Fantastik,Again My Life, 9.4,2022,https://asyafanatiklerim.com/dizi/again-my-life/
Fantastik,Tomorrow, 9.5,2022,https://asyafanatiklerim.com/dizi/tomorrow/
Fantastik,Ghost Doctor, 9.4,2022,https://asyafanatiklerim.com/dizi/ghost-doctor/
Fantastik,Bulgasal: Immortal Souls, 9.2,2021,https://asyafanatiklerim.com/dizi/bulgasal-immortal-souls/
Fantastik,The Great Shaman Ga Doo Shim, 9,2021,https://asyafanatiklerim.com/dizi/the-great-shaman-ga-doo-shim-v3/
Fantastik,Blue Birthday, 9.2,2021,https://asyafanatiklerim.com/dizi/blue-birthday-tr1/
Fantastik,The Witch’s Diner, 9,2021,https://asyafanatiklerim.com/dizi/the-witchs-diner-tr1/
Fantastik,My Roommate is A Gumiho, 9.3,2021,https://asyafanatiklerim.com/dizi/my-roommate-is-a-gumiho/
Fantastik,Doom at Your Service, 9.5,2021,https://asyafanatiklerim.com/dizi/doom-at-your-service-v2/
Fantastik,Dark Hole, 8.7,2021,https://asyafanatiklerim.com/dizi/dark-hole/
Gerilim,Pale Moon, 7.7,2023,https://asyafanatiklerim.com/dizi/pale-moon/
Gerilim,Queen of the Mask, 7.8,2023,https://asyafanatiklerim.com/dizi/queen-of-the-mask/
Gerilim,Family: The Unbreakable Bond, 8.9,2023,https://asyafanatiklerim.com/dizi/family-the-unbreakable-bond/
Gerilim,Stealer: The Treasure Keeper, 9,2023,https://asyafanatiklerim.com/dizi/stealer-the-treasure-keeper/
Gerilim,Duty After School, 9,2023,https://asyafanatiklerim.com/dizi/duty-after-school/
Gerilim,Pandora: Beneath the Paradise, 8.2,2023,https://asyafanatiklerim.com/dizi/pandora-beneath-the-paradise/
Gerilim,Confession 2022, 8.5,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/confession-2022/
Gerilim,Payback, 7.8,2023,https://asyafanatiklerim.com/dizi/payback/
Gerilim,Island, 9.4,2022,https://asyafanatiklerim.com/dizi/island/
Gerilim,The Glory, 9.1,2022,https://asyafanatiklerim.com/dizi/the-glory/
Gerilim,Money Heist: Korea, 9,2022,https://asyafanatiklerim.com/dizi/money-heist-korea/
Gerilim,Unlock My Boss, 8.8,2022,https://asyafanatiklerim.com/dizi/unlock-my-boss/
Gerilim,Somebody, 8.1,2022,https://asyafanatiklerim.com/dizi/somebody/
Gerilim,Revenge of Others, 9.2,2022,https://asyafanatiklerim.com/dizi/revenge-of-others/
Gerilim,Bargain, 7.8,2022,https://asyafanatiklerim.com/dizi/bargain/
Gerilim,Blind, 9.4,2022,https://asyafanatiklerim.com/dizi/blind/
Gerilim,Adamas, 9.2,2022,https://asyafanatiklerim.com/dizi/adamas/
Gerilim,Doctor Lawyer, 9.1,2022,https://asyafanatiklerim.com/dizi/doctor-lawyer-tr1/
Gerilim,Monstrous, 8.2,2022,https://asyafanatiklerim.com/dizi/monstrous/
Gerilim,Grid, 9.4,2022,https://asyafanatiklerim.com/dizi/grid/
Dram,Tell Me That You Love Me, 9.2,2023,https://asyafanatiklerim.com/dizi/tell-me-that-you-love-me-tr/
Dram,Vigilante, 9.3,2023,https://asyafanatiklerim.com/dizi/vigilante/
Dram,Moon in the Day, 8.8,2023,https://asyafanatiklerim.com/dizi/moon-in-the-day/
Dram,Perfect Marriage Revenge, 7.9,2023,https://asyafanatiklerim.com/dizi/perfect-marriage-revenge/
Dram,The Perfect Deal, 8.9,2023,https://asyafanatiklerim.com/dizi/the-perfect-deal/
Dram,The Worst of Evil, 9.2,2023,https://asyafanatiklerim.com/dizi/the-worst-of-evil/
Dram,Twinkling Watermelon, 9.1,2023,https://asyafanatiklerim.com/dizi/twinkling-watermelon/
Dram,Boss-dol Mart, 9,2023,https://asyafanatiklerim.com/dizi/boss-dol-mart/
Dram,7 Escape: War for Survival, 8.7,2023,https://asyafanatiklerim.com/dizi/7-escape-war-for-survival/
Dram,Day of Kidnapping, 9.3,2023,https://asyafanatiklerim.com/dizi/day-of-kidnapping/
Dram,My Lovely Boxer, 8.5,2023,https://asyafanatiklerim.com/dizi/my-lovely-boxer/
Dram,Behind Your Touch, 8.7,2023,https://asyafanatiklerim.com/dizi/behind-your-touch/
Dram,The Killing Vote, 9.3,2023,https://asyafanatiklerim.com/dizi/the-killing-vote/
Dram,My Dearest, 9.5,2023,https://asyafanatiklerim.com/dizi/my-dearest/
Dram,My Lovely Liar, 8.9,2023,https://asyafanatiklerim.com/dizi/my-lovely-liar-tr1/
Dram,Longing for You, 8.8,2023,https://asyafanatiklerim.com/dizi/longing-for-you/
Dram,Not Others, 8.4,2023,https://asyafanatiklerim.com/dizi/not-others/
Dram,The Miracle Brothers, 8.7,2023,https://asyafanatiklerim.com/dizi/the-miracle-brothers-tr/
Dram,Numbers, 8.9,2023,https://asyafanatiklerim.com/dizi/numbers/
Dram,Revenant, 9.2,2023,https://asyafanatiklerim.com/dizi/revenant/
Gençlik,Two Hearts, 7.8,2019,https://asyafanatiklerim.com/dizi/two-hearts-tr/
Gençlik,A Little Thing Called First Love, 8.7,2019,https://asyafanatiklerim.com/dizi/a-little-thing-called-first-love-tr/
Gençlik,How to Buy a Friend, 8.2,2020,https://asyafanatiklerim.com/dizi/how-to-buy-a-friend-tr/
Gençlik,Onzoshi Boys, 8,2019,https://asyafanatiklerim.com/dizi/onzoshi-boys/
Gençlik,Welcome, 8.8,2020,https://asyafanatiklerim.com/dizi/welcome-tr/
Gençlik,Girls Generation 1979, 7.5,2017,https://asyafanatiklerim.com/dizi/girls-generation-1979/
Gençlik,Bir Doksan (One Ninety), 7.8,2017,https://asyafanatiklerim.com/dizi/bir-doksan-one-ninety/
Gençlik,Our Nineteen, 8.3,2020,https://asyafanatiklerim.com/dizi/our-nineteen/
Gençlik,Itaewon Class, 9.4,2020,https://asyafanatiklerim.com/dizi/itaewon-class-tur1/
Gençlik,Thumping Spike 2, 8.2,2016,https://asyafanatiklerim.com/dizi/thumping-spike-2/
Gençlik,Failing in Love, 7.6,2019,https://asyafanatiklerim.com/dizi/failing-in-love-tr/
Gençlik,Romance Full of Life, 8.1,2017,https://asyafanatiklerim.com/dizi/romance-full-of-life/
Gençlik,Gasohug, 6.5,2016,https://asyafanatiklerim.com/dizi/gasohug/
Gençlik,Extraordinary You, 9.2,2019,https://asyafanatiklerim.com/dizi/extraordinary-you-en39/
Gençlik,Melting Me Softly, 9.1,2019,https://asyafanatiklerim.com/dizi/melting-me-softly-v1/
Gençlik,Dream High, 8.4,2011,https://asyafanatiklerim.com/dizi/dream-high/
Gençlik,Love Alarm, 8.6,2019,https://asyafanatiklerim.com/dizi/love-alarm-tr/
Gençlik,Hip Hop King, 7.8,2019,https://asyafanatiklerim.com/dizi/hip-hop-king/
Gençlik,Everything and Nothing, 7.8,2019,https://asyafanatiklerim.com/dizi/everything-and-nothing/
Gençlik,Ballroom e Youkoso, 6.5,2017,https://asyafanatiklerim.com/dizi/ballroom-e-youkoso/
Gizem,"Poong, the Joseon Psychiatrist", 8.8,2022,https://asyafanatiklerim.com/dizi/poong-the-joseon-psychiatrist/
Gizem,Big Mouth, 9.5,2022,https://asyafanatiklerim.com/dizi/big-mouth-tr/
Gizem,Adamas, 9.2,2022,https://asyafanatiklerim.com/dizi/adamas/
Gizem,Café Minamdang, 9.2,2022,https://asyafanatiklerim.com/dizi/cafe-minamdang/
Gizem,Anna, 7.9,2022,https://asyafanatiklerim.com/dizi/anna/
Gizem,Jinxed At First, 8.7,2022,https://asyafanatiklerim.com/dizi/jinxed-at-first-tr1/
Gizem,"Link: Eat, Love, Die", 9.1,2022,https://asyafanatiklerim.com/dizi/link-eat-love-die/
Gizem,Why Her?, 9.4,2022,https://asyafanatiklerim.com/dizi/why-her/
Gizem,Monstrous, 8.2,2022,https://asyafanatiklerim.com/dizi/monstrous/
Gizem,The Killer’s Shopping List, 8.6,2022,https://asyafanatiklerim.com/dizi/the-killers-shopping-list/
Gizem,Again My Life, 9.4,2022,https://asyafanatiklerim.com/dizi/again-my-life/
Gizem,Military Prosecutor Doberman, 9.3,2022,https://asyafanatiklerim.com/dizi/military-prosecutor-doberman/
Gizem,Grid, 9.4,2022,https://asyafanatiklerim.com/dizi/grid/
Gizem,Through the Darkness, 9.2,2022,https://asyafanatiklerim.com/dizi/through-the-darkness/
Gizem,Tracer, 8.6,2022,https://asyafanatiklerim.com/dizi/tracer-tr1/
Gizem,Bad and Crazy, 9.5,2021,https://asyafanatiklerim.com/dizi/bad-and-crazy/
Gizem,Hellbound, 8.2,2021,https://asyafanatiklerim.com/dizi/hellbound/
Gizem,One Ordinary Day, 8.9,2021,https://asyafanatiklerim.com/dizi/one-ordinary-day/
Gizem,Secret Royal Inspector Joy, 8.8,2021,https://asyafanatiklerim.com/dizi/secret-royal-inspector-joy/
Gizem,Dr. Brain, 8.2,2021,https://asyafanatiklerim.com/dizi/dr-brain/
Aksiyon,Alice, 9.1,2020,https://asyafanatiklerim.com/dizi/alice/
Aksiyon,Flower of Evil, 9.6,2020,https://asyafanatiklerim.com/dizi/flower-of-evil-v2/
Aksiyon,Train, 9.3,2020,https://asyafanatiklerim.com/dizi/train/
Aksiyon,The Good Detective, 8.8,2020,https://asyafanatiklerim.com/dizi/the-good-detective-v12/
Aksiyon,Backstreet Rookie, 9.3,2020,https://asyafanatiklerim.com/dizi/backstreet-rookie/
Aksiyon,Team Bulldog: Off-duty Investigation, 8.6,2020,https://asyafanatiklerim.com/dizi/team-bulldog-off-duty-investigation-nw1/
Aksiyon,Good Casting, 9,2020,https://asyafanatiklerim.com/dizi/good-casting/
Aksiyon,The Three Musketeers, 7.5,2014,https://asyafanatiklerim.com/dizi/the-three-musketeers/
Aksiyon,Memorist, 9.4,2020,https://asyafanatiklerim.com/dizi/memorist-v1/
Aksiyon,Last, 7.9,2015,https://asyafanatiklerim.com/dizi/last/
Aksiyon,Different Dreams, 8.4,2019,https://asyafanatiklerim.com/dizi/different-dreams-nw/
Aksiyon,Nobody Knows, 7.8,2020,https://asyafanatiklerim.com/dizi/nobody-knows-tr1/
Aksiyon,Tell Me What You Saw, 9,2020,https://asyafanatiklerim.com/dizi/tell-me-what-you-saw/
Aksiyon,The Game: Towards Zero, 9.2,2020,https://asyafanatiklerim.com/dizi/the-game-towards-zero-en2/
Aksiyon,City Hunter, 9.4,2011,https://asyafanatiklerim.com/dizi/city-hunter/
Aksiyon,Woman of 9.9 Billion, 7.2,2019,https://asyafanatiklerim.com/dizi/woman-of-9-9-billion-nw1/
Aksiyon,The Slave Hunters, 7.9,2010,https://asyafanatiklerim.com/dizi/the-slave-hunters/
Aksiyon,The Legends, 8.6,2019,https://asyafanatiklerim.com/dizi/the-legends/
Aksiyon,Psychopath Diary, 9,2019,https://asyafanatiklerim.com/dizi/psychopath-diary-nw1/
Aksiyon,Legend of Fu Yao, 8,2018,https://asyafanatiklerim.com/dizi/legend-of-fu-yao/
Dram,Lies Hidden in My Garden, 8.5,2023,https://asyafanatiklerim.com/dizi/lies-hidden-in-my-garden/
Dram,King the Land, 9.1,2023,https://asyafanatiklerim.com/dizi/king-the-land/
Dram,See You in My 19th Life, 9,2023,https://asyafanatiklerim.com/dizi/see-you-in-my-19th-life/
Dram,Happiness Battle, 8,2023,https://asyafanatiklerim.com/dizi/happiness-battle/
Dram,Bitch X Rich, 8.6,2023,https://asyafanatiklerim.com/dizi/bitch-x-rich/
Dram,Delightfully Deceitful, 8.9,2023,https://asyafanatiklerim.com/dizi/delightfully-deceitful/
Dram,Tale of the Nine-Tailed 1938, 9.3,2023,https://asyafanatiklerim.com/dizi/tale-of-the-nine-tailed-1938/
Dram,My Perfect Stranger, 9.1,2023,https://asyafanatiklerim.com/dizi/my-perfect-stranger/
Dram,The Good Bad Mother, 9.6,2023,https://asyafanatiklerim.com/dizi/the-good-bad-mother/
Dram,Pale Moon, 7.7,2023,https://asyafanatiklerim.com/dizi/pale-moon/
Dram,Queen of the Mask, 7.8,2023,https://asyafanatiklerim.com/dizi/queen-of-the-mask/
Dram,Family: The Unbreakable Bond, 8.9,2023,https://asyafanatiklerim.com/dizi/family-the-unbreakable-bond/
Dram,Doctor Cha, 9.2,2023,https://asyafanatiklerim.com/dizi/doctor-cha/
Dram,Stealer: The Treasure Keeper, 9,2023,https://asyafanatiklerim.com/dizi/stealer-the-treasure-keeper/
Dram,Bo Ra! Deborah, 9.1,2023,https://asyafanatiklerim.com/dizi/bo-ra-deborah/
Dram,Joseon Attorney: A Morality, 8.5,2023,https://asyafanatiklerim.com/dizi/joseon-attorney-a-morality/
Dram,Duty After School, 9,2023,https://asyafanatiklerim.com/dizi/duty-after-school/
Dram,The Real Has Come, 8.7,2023,https://asyafanatiklerim.com/dizi/the-real-has-come/
Dram,The Secret Romantic Guesthouse, 9.1,2023,https://asyafanatiklerim.com/dizi/the-secret-romantic-guesthouse-tr/
Dram,New Vanity Fair, 7.5,2023,https://asyafanatiklerim.com/dizi/new-vanity-fair/
Fantastik,Sell Your Haunted House, 9.2,2021,https://asyafanatiklerim.com/dizi/sell-your-haunted-house/
Fantastik,Joseon Exorcist, 8.6,2021,https://asyafanatiklerim.com/dizi/joseon-exorcist/
Fantastik,Dr. Jin, 8.1,2012,https://asyafanatiklerim.com/dizi/dr-jin/
Fantastik,Times, 8.6,2021,https://asyafanatiklerim.com/dizi/times-tr/
Fantastik,"Hello, Me!", 8.8,2021,https://asyafanatiklerim.com/dizi/hello-me-tr1/
Fantastik,Sisyphus: The Myth, 9.2,2021,https://asyafanatiklerim.com/dizi/sisyphus-the-myth-v12/
Fantastik,Handmade Love, 8.5,2020,https://asyafanatiklerim.com/dizi/handmade-love/
Fantastik,Mr. Queen, 9.5,2020,https://asyafanatiklerim.com/dizi/mr-queen-v1/
Fantastik,The Uncanny Counter, 9.5,2020,https://asyafanatiklerim.com/dizi/the-uncanny-counter/
Fantastik,Please Don’t Date Him, 9,2020,https://asyafanatiklerim.com/dizi/please-dont-date-him-v4/
Fantastik,Kairos, 9,2020,https://asyafanatiklerim.com/dizi/kairos-tur3/
Fantastik,Tale of the Nine Tailed, 9.5,2020,https://asyafanatiklerim.com/dizi/tale-of-the-nine-tailed-v13/
Fantastik,The School Nurse Files, 7.4,2020,https://asyafanatiklerim.com/dizi/the-school-nurse-files/
Fantastik,Zombie Detective, 9.3,2020,https://asyafanatiklerim.com/dizi/zombie-detective-news/
Fantastik,18 Again, 9.1,2020,https://asyafanatiklerim.com/dizi/18-again-tur8/
Fantastik,Missing: The Other Side, 9.2,2020,https://asyafanatiklerim.com/dizi/missing-the-other-side/
Fantastik,Alice, 9.1,2020,https://asyafanatiklerim.com/dizi/alice/
Fantastik,Train, 9.3,2020,https://asyafanatiklerim.com/dizi/train/
Fantastik,Men are Men, 7.9,2020,https://asyafanatiklerim.com/dizi/men-are-men-tr1/
Fantastik,Bloody Romance, 8.6,2018,https://asyafanatiklerim.com/dizi/bloody-romance-tr/
Gerilim,Through the Darkness, 9.2,2022,https://asyafanatiklerim.com/dizi/through-the-darkness/
Gerilim,The Silent Sea, 8.9,2021,https://asyafanatiklerim.com/dizi/the-silent-sea/
Gerilim,Hellbound, 8.2,2021,https://asyafanatiklerim.com/dizi/hellbound/
Gerilim,Happiness, 9.5,2021,https://asyafanatiklerim.com/dizi/happiness/
Gerilim,Inspector Koo, 8.1,2021,https://asyafanatiklerim.com/dizi/inspector-koo-v3/
Gerilim,Chimera, 8.5,2021,https://asyafanatiklerim.com/dizi/chimera/
Gerilim,Hometown, 8.1,2021,https://asyafanatiklerim.com/dizi/hometown/
Gerilim,High Class, 7.9,2021,https://asyafanatiklerim.com/dizi/high-class/
Gerilim,Blue Birthday, 9.2,2021,https://asyafanatiklerim.com/dizi/blue-birthday-tr1/
Gerilim,Voice 4, 9,2017,https://asyafanatiklerim.com/dizi/voice-4/
Gerilim,Dark Hole, 8.7,2021,https://asyafanatiklerim.com/dizi/dark-hole/
Gerilim,Undercover, 8.6,2021,https://asyafanatiklerim.com/dizi/undercover-v7/
Gerilim,Goedam, 7.4,2020,https://asyafanatiklerim.com/dizi/goedam/
Gerilim,Mouse, 9.4,2021,https://asyafanatiklerim.com/dizi/mouse-tr/
Gerilim,Times, 8.6,2021,https://asyafanatiklerim.com/dizi/times-tr/
Gerilim,Sweet Home, 9.5,2020,https://asyafanatiklerim.com/dizi/sweet-home/
Gerilim,Cheat on Me If You Can, 8.4,2020,https://asyafanatiklerim.com/dizi/cheat-on-me-if-you-can-tr/
Gerilim,The Search, 9.1,2020,https://asyafanatiklerim.com/dizi/the-search/
Gerilim,My Dangerous Wife, 8.3,2020,https://asyafanatiklerim.com/dizi/my-dangerous-wife-v26/
Gerilim,Missing: The Other Side, 9.2,2020,https://asyafanatiklerim.com/dizi/missing-the-other-side/
Gençlik,Class of Lies, 9,2019,https://asyafanatiklerim.com/dizi/class-of-lies/
Gençlik,Page Turner, 8.4,2016,https://asyafanatiklerim.com/dizi/page-turner/
Gençlik,Andante, 8.7,2017,https://asyafanatiklerim.com/dizi/andante/
Gençlik,Kiss Me, 8.6,2015,https://asyafanatiklerim.com/dizi/kiss-me/
Gençlik,Miss in Kiss, 7.4,2016,https://asyafanatiklerim.com/dizi/miss-in-kiss/
Gençlik,Modern People, 7.4,2011,https://asyafanatiklerim.com/dizi/modern-people/
Gençlik,Moon River, 7.3,2015,https://asyafanatiklerim.com/dizi/moon-river/
Gençlik,My Little Princess, 8,2016,https://asyafanatiklerim.com/dizi/my-little-princess/
Gençlik,Master Devil Do Not Kiss Me, 8.5,2017,https://asyafanatiklerim.com/dizi/master-devil-do-not-kiss-me/
Gençlik,Miss No Good, 6,2008,https://asyafanatiklerim.com/dizi/miss-no-good/
Gençlik,Autumn in My Heart, 7.6,2013,https://asyafanatiklerim.com/dizi/autumn-in-my-heart/
Gençlik,Murphy’s Law of Love, 7.4,2015,https://asyafanatiklerim.com/dizi/murphys-law-of-love/
Gençlik,The Big Boss, 8.4,2017,https://asyafanatiklerim.com/dizi/the-big-boss/
Gençlik,Love Timeless, 6.8,2017,https://asyafanatiklerim.com/dizi/love-timeless/
Gençlik,Back to 1989, 7.5,2016,https://asyafanatiklerim.com/dizi/back-to-1989/
Gençlik,Marry Me or Not, 6.8,2015,https://asyafanatiklerim.com/dizi/marry-me-or-not/
Gençlik,Devil Beside You, 8.1,2005,https://asyafanatiklerim.com/dizi/devil-beside-you/
Gençlik,Devil Lover, 7.6,2015,https://asyafanatiklerim.com/dizi/devil-lover/
Gençlik,Kiss the Series, 7.3,2016,https://asyafanatiklerim.com/dizi/kiss-the-series/
Gençlik,Proud of Love, 6.7,2016,https://asyafanatiklerim.com/dizi/proud-of-love/
Gizem,Chimera, 8.5,2021,https://asyafanatiklerim.com/dizi/chimera/
Gizem,Jirisan, 8.8,2021,https://asyafanatiklerim.com/dizi/jirisan-tr1/
Gizem,My Name, 9.4,2021,https://asyafanatiklerim.com/dizi/my-name/
Gizem,Hometown, 8.1,2021,https://asyafanatiklerim.com/dizi/hometown/
Gizem,Squid Game, 9.1,2021,https://asyafanatiklerim.com/dizi/squid-game/
Gizem,One the Woman, 8.8,2021,https://asyafanatiklerim.com/dizi/one-the-woman-v5/
Gizem,The Veil, 9.3,2021,https://asyafanatiklerim.com/dizi/the-veil-tr1/
Gizem,The Road: The Tragedy of One, 7.6,2021,https://asyafanatiklerim.com/dizi/the-road-the-tragedy-of-one-new/
Gizem,The Great Shaman Ga Doo Shim, 9,2021,https://asyafanatiklerim.com/dizi/the-great-shaman-ga-doo-shim-v3/
Gizem,The Devil Judge, 9.5,2021,https://asyafanatiklerim.com/dizi/the-devil-judge/
Gizem,Voice 4, 9,2017,https://asyafanatiklerim.com/dizi/voice-4/
Gizem,Mine, 8.7,2021,https://asyafanatiklerim.com/dizi/mine/
Gizem,Mouse: The Predator, 9.1,2021,https://asyafanatiklerim.com/dizi/mouse-the-predator/
Gizem,Dark Hole, 8.7,2021,https://asyafanatiklerim.com/dizi/dark-hole/
Gizem,Goedam, 7.4,2020,https://asyafanatiklerim.com/dizi/goedam/
Gizem,Designated Survivor: 60 Days, 8.8,2019,https://asyafanatiklerim.com/dizi/designated-survivor-60-days/
Gizem,Mouse, 9.4,2021,https://asyafanatiklerim.com/dizi/mouse-tr/
Gizem,Times, 8.6,2021,https://asyafanatiklerim.com/dizi/times-tr/
Gizem,Sisyphus: The Myth, 9.2,2021,https://asyafanatiklerim.com/dizi/sisyphus-the-myth-v12/
Gizem,L.U.C.A: The Beginning, 9,2021,https://asyafanatiklerim.com/dizi/l-u-c-a-the-beginning-v1/
Aksiyon,Healer, 9.4,2014,https://asyafanatiklerim.com/dizi/healer/
Aksiyon,Catch The Ghost, 8.8,2019,https://asyafanatiklerim.com/dizi/catch-the-ghost/
Aksiyon,IRIS 2, 7.7,2013,https://asyafanatiklerim.com/dizi/iris-2/
Aksiyon,Iljimae, 8.4,2008,https://asyafanatiklerim.com/dizi/iljimae/
Aksiyon,Leverage, 9.1,2019,https://asyafanatiklerim.com/dizi/leverage/
Aksiyon,The Lies Within, 7.9,2019,https://asyafanatiklerim.com/dizi/the-lies-within/
Aksiyon,Arsenal Military Academy, 8.9,2019,https://asyafanatiklerim.com/dizi/arsenal-military-academy/
Aksiyon,My Country, 8.9,2019,https://asyafanatiklerim.com/dizi/my-country/
Aksiyon,My Beautiful Bride, 6.3,2015,https://asyafanatiklerim.com/dizi/my-beautiful-bride/
Aksiyon,Yong Pal, 8.5,2015,https://asyafanatiklerim.com/dizi/yong-pal-tr1/
Aksiyon,Cheo Yong, 6.8,2014,https://asyafanatiklerim.com/dizi/cheo-yong/
Aksiyon,The Village Achiara’s, 8.5,2015,https://asyafanatiklerim.com/dizi/the-village-achiaras/
Aksiyon,The Emperor Owner of the Mask, 8.9,2017,https://asyafanatiklerim.com/dizi/the-emperor-owner-of-the-mask/
Aksiyon,The King 2 Hearts, 8.6,2012,https://asyafanatiklerim.com/dizi/the-king-2-hearts/
Aksiyon,The Night Watchman, 7.4,2014,https://asyafanatiklerim.com/dizi/the-night-watchman-tr/
Aksiyon,The Witch Part 1. The Subversion, 9.3,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-witch-part-1-the-subversion/
Aksiyon,The Drug King, 6.9,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-drug-king/
Aksiyon,The Divine Fury, 9.2,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/the-divine-fury-nw/
Aksiyon,Student A, 8.9,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/student-a/
Aksiyon,No Mercy, 8.8,"<span class=""flag"" style=""background-image: url(https://asyafanatiklerim.com/wp-content/themes/Dootv441/assets/img/flags/tr.png)"">",https://asyafanatiklerim.com/film/no-mercy/
Fantastik,Mystic Pop-Up Bar, 9.1,2020,https://asyafanatiklerim.com/dizi/mystic-pop-up-bar-news/
Fantastik,Emperors and Me, 7.8,2019,https://asyafanatiklerim.com/dizi/emperors-and-me/
Fantastik,Eternal Love of Dream, 8.7,2020,https://asyafanatiklerim.com/dizi/eternal-love-of-dream/
Fantastik,Born Again, 8.9,2020,https://asyafanatiklerim.com/dizi/born-again-v9/
Fantastik,The King: Eternal Monarch, 9.5,2020,https://asyafanatiklerim.com/dizi/the-king-eternal-monarch-tr/
Fantastik,Fox in the Screen, 8,2016,https://asyafanatiklerim.com/dizi/fox-in-the-screen/
Fantastik,The Night of the Comet, 8,2019,https://asyafanatiklerim.com/dizi/night-of-the-comet/
Fantastik,Rugal, 9,2020,https://asyafanatiklerim.com/dizi/rugal/
Fantastik,Welcome, 8.8,2020,https://asyafanatiklerim.com/dizi/welcome-tr/
Fantastik,365: Repeat The Year, 9.1,2020,https://asyafanatiklerim.com/dizi/365-repeat-the-year-news/
Fantastik,Who Are You, 8.2,2013,https://asyafanatiklerim.com/dizi/who-are-you-tr/
Fantastik,Hi Bye Mama, 9,2020,https://asyafanatiklerim.com/dizi/hi-bye-mama/
Fantastik,My Holo Love, 9.2,2020,https://asyafanatiklerim.com/dizi/my-holo-love/
Fantastik,The Cursed, 7.6,2020,https://asyafanatiklerim.com/dizi/the-cursed/
Fantastik,How Are You Bread, 8.3,2020,https://asyafanatiklerim.com/dizi/how-are-you-bread/
Fantastik,The Game: Towards Zero, 9.2,2020,https://asyafanatiklerim.com/dizi/the-game-towards-zero-en2/
Fantastik,Fairyland Lovers, 8.1,2020,https://asyafanatiklerim.com/dizi/fairyland-lovers/
Fantastik,Queen: Love And War, 8.5,2019,https://asyafanatiklerim.com/dizi/queen-love-and-war-v1/
Fantastik,The Legends, 8.6,2019,https://asyafanatiklerim.com/dizi/the-legends/
Fantastik,Legend of Fu Yao, 8,2018,https://asyafanatiklerim.com/dizi/legend-of-fu-yao/
Dram,Warm on a Cold Night, 6.7,2023,https://asyafanatiklerim.com/dizi/warm-on-a-cold-night/
Dram,Pandora: Beneath the Paradise, 8.2,2023,https://asyafanatiklerim.com/dizi/pandora-beneath-the-paradise/
Dram,Oasis, 9,2023,https://asyafanatiklerim.com/dizi/oasis/
Dram,Divorce Attorney Shin, 8.5,2023,https://asyafanatiklerim.com/dizi/divorce-attorney-shin/
Dram,Delivery Man, 8.4,2023,https://asyafanatiklerim.com/dizi/delivery-man/
Dram,Cheer Up 2022, 8.8,2022,https://asyafanatiklerim.com/dizi/cheer-up-2022/
Dram,Call It Love, 9,2023,https://asyafanatiklerim.com/dizi/call-it-love-tr/
Dram,Love to Hate You, 9,2023,https://asyafanatiklerim.com/dizi/love-to-hate-you/
Dram,The Heavenly Idol, 8.9,2023,https://asyafanatiklerim.com/dizi/the-heavenly-idol/
Dram,Our Blooming Youth, 9.2,2023,https://asyafanatiklerim.com/dizi/our-blooming-youth/
Dram,Big Bet, 7.7,2022,https://asyafanatiklerim.com/dizi/big-bet/
Dram,Kokdu: Season of Deity, 8.7,2023,https://asyafanatiklerim.com/dizi/kokdu-season-of-deity/
Dram,Can We Be Strangers, 8.3,2023,https://asyafanatiklerim.com/dizi/can-we-be-strangers-news/
Dram,Payback, 7.8,2023,https://asyafanatiklerim.com/dizi/payback/
Dram,Red Balloon, 8.6,2022,https://asyafanatiklerim.com/dizi/red-balloon/
